iter	Passed	Remaining
357	2037	3653
358	2052	3664
359	2057	3658
360	2061	3649
361	2075	3658
362	2082	3654
363	2087	3646
364	2091	3639
365	2096	3631
366	2101	3625
367	2116	3634
368	2120	3626
369	2125	3618
370	2138	3625
371	2144	3619
372	2148	3611
373	2152	3603
374	2168	3614
375	2172	3605
376	2175	3594
377	2179	3585
378	2183	3577
379	2188	3571
380	2199	3573
381	2202	3562
382	2204	3552
383	2209	3544
384	2213	3536
385	2219	3529
386	2223	3521
387	2227	3513
388	2231	3504
389	2234	3495
390	2238	3486
391	2243	3478
392	2247	3471
393	2251	3462
394	2255	3454
395	2261	3448
396	2272	3451
397	2279	3448
398	2284	3440
399	2295	3442
400	2304	3443
401	2308	3433
402	2312	3425
403	2316	3418
404	2322	3411
405	2326	3404
406	2340	3410
407	2344	3401
408	2348	3393
409	2351	3384
410	2354	3374
411	2358	3365
412	2361	3356
413	2370	3354
414	2372	3344
415	2375	3335
416	2383	3331
417	2391	3329
418	2397	3323
419	2402	3317
420	2414	3320
421	2419	3314
422	2423	3306
423	2426	3296
424	2430	3288
425	2435	3281
426	2439	3272
427	2443	3266
428	2449	3260
429	2453	3252
430	2458	3246
431	2463	3239
432	2467	3231
433	2473	3225
434	2478	3218
435	2482	3211
436	2487	3204
437	2491	3196
438	2495	3188
439	2509	3193
440	2512	3184
441	2516	3176
442	2520	3168
443	2523	3160
444	2528	3153
445	2533	3147
446	2539	3142
447	2552	3144
448	2559	3140
449	2562	3132
450	2567	3125
451	2571	3117
452	2580	3116
453	2590	3115
454	2595	3108
455	2599	3100
456	2614	3107
457	2619	3100
458	2625	3094
459	2631	3088
460	2637	3083
461	2641	3075
462	2646	3069
463	2650	3062
464	2677	3080
465	2681	3072
466	2686	3065
467	2692	3060
468	2698	3055
469	2701	3046
470	2706	3039
471	2710	3032
472	2715	3025
473	2718	3016
474	2721	3008
475	2726	3001
476	2732	2996
477	2737	2990
478	2748	2989
479	2751	2980
480	2756	2974
481	2761	2967
482	2766	2961
483	2770	2953
484	2781	2954
485	2786	2946
486	2791	2940
487	2810	2948
488	2816	2943
489	2821	2936
490	2824	2928
491	2829	2921
492	2834	2914
493	2839	2908
494	2843	2901
495	2851	2897
496	2858	2892
497	2863	2886
498	2867	2879
499	2873	2873
500	2879	2867
501	2883	2860
502	2889	2855
503	2904	2858
504	2910	2853
505	2917	2848
506	2923	2842
507	2927	2835
508	2931	2828
509	2937	2821
510	2941	2814
511	2945	2807
512	2948	2799
513	2952	2791
514	2957	2784
515	2962	2778
516	2967	2772
517	2971	2764
518	2976	2759
519	2980	2750
520	2985	2744
521	2988	2736
522	2993	2730
523	3002	2727
524	3019	2731
525	3024	2725
526	3029	2719
527	3034	2712
528	3039	2706
529	3043	2699
530	3048	2692
531	3053	2685
532	3057	2678
533	3062	2672
534	3068	2667
535	3075	2662
536	3078	2654
537	3084	2648
538	3088	2641
539	3093	2635
540	3099	2629
541	3104	2623
542	3109	2617
543	3114	2610
544	3118	2603
545	3123	2597
546	3130	2592
547	3134	2585
548	3153	2590
549	3159	2584
550	3163	2577
551	3167	2570
552	3172	2564
553	3178	2559
554	3185	2553
555	3191	2548
556	3197	2543
557	3203	2537
558	3208	2531
559	3213	2525
560	3220	2519
561	3226	2514
562	3230	2507
563	3236	2502
564	3242	2496
565	3247	2489
566	3250	2482
567	3257	2477
568	3263	2471
569	3266	2464
570	3272	2458
571	3279	2453
572	3285	2448
573	3290	2441
574	3294	2435
575	3298	2428
576	3302	2420
577	3307	2414
578	3312	2408
579	3316	2401
580	3320	2394
581	3324	2387
582	3328	2380
583	3332	2373
584	3338	2367
585	3341	2360
586	3344	2352
587	3346	2345
588	3349	2337
589	3352	2329
590	3355	2322
591	3359	2315
592	3365	2309
593	3369	2302
594	3380	2301
595	3386	2295
596	3390	2288
597	3394	2281
598	3399	2275
599	3403	2268
600	3406	2261
601	3410	2254
602	3414	2248
603	3420	2242
604	3423	2235
605	3426	2227
606	3430	2220
607	3435	2214
608	3438	2207
609	3443	2201
610	3447	2195
611	3452	2188
612	3456	2182
613	3461	2175
614	3466	2170
615	3471	2164
616	3476	2158
617	3479	2151
618	3486	2145
619	3491	2139
620	3497	2134
621	3501	2128
622	3506	2121
623	3510	2115
624	3515	2109
625	3519	2102
626	3525	2097
627	3531	2091
628	3536	2085
629	3542	2080
630	3545	2073
631	3548	2066
632	3554	2060
633	3559	2055
634	3564	2049
635	3567	2042
636	3572	2036
637	3578	2030
638	3583	2024
639	3586	2017
640	3590	2011
641	3596	2005
642	3601	1999
643	3606	1993
644	3611	1987
645	3616	1981
646	3620	1975
647	3625	1969
648	3631	1964
649	3638	1959
650	3643	1953
651	3647	1947
652	3651	1940
653	3656	1934
654	3660	1928
655	3666	1922
656	3671	1916
657	3675	1910
658	3678	1903
659	3683	1897
660	3687	1891
661	3692	1885
662	3697	1879
663	3703	1874
664	3709	1868
665	3715	1863
666	3719	1856
667	3723	1850
668	3730	1845
669	3737	1840
670	3744	1835
671	3749	1829
672	3753	1823
673	3759	1818
674	3763	1811
675	3767	1805
676	3771	1799
677	3775	1793
678	3779	1786
679	3783	1780
680	3787	1774
681	3792	1768
682	3796	1761
683	3800	1755
684	3803	1748
685	3809	1743
686	3814	1737
687	3819	1732
688	3824	1726
689	3831	1721
690	3836	1715
691	3842	1710
692	3848	1704
693	3853	1699
694	3858	1693
695	3863	1687
696	3869	1682
697	3874	1676
698	3878	1670
699	3883	1664
700	3890	1659
701	3894	1653
702	3899	1647
703	3904	1641
704	3909	1635
705	3914	1630
706	3918	1623
707	3924	1618
708	3930	1613
709	3935	1607
710	3941	1601
711	3945	1596
712	3954	1591
713	3958	1585
714	3965	1580
715	3970	1574
716	3974	1568
717	3982	1564
718	3988	1558
719	3995	1553
720	3999	1547
721	4005	1542
722	4011	1536
723	4016	1531
724	4021	1525
725	4027	1519
726	4033	1514
727	4038	1508
728	4043	1502
729	4049	1497
730	4055	1492
731	4062	1487
732	4068	1481
733	4075	1476
734	4079	1470
735	4085	1465
736	4089	1459
737	4094	1453
738	4099	1447
739	4105	1442
740	4112	1437
741	4118	1432
742	4125	1427
743	4131	1421
744	4136	1415
745	4141	1410
746	4147	1404
747	4153	1399
748	4158	1393
749	4164	1388
750	4173	1383
751	4179	1378
752	4185	1372
753	4190	1367
754	4196	1361
755	4203	1356
756	4209	1351
757	4215	1345
758	4219	1339
759	4223	1333
760	4228	1327
761	4233	1322
762	4237	1316
763	4242	1310
764	4248	1305
765	4253	1299
766	4258	1293
767	4263	1287
768	4269	1282
769	4271	1276
770	4276	1270
771	4282	1264
772	4286	1258
773	4293	1253
774	4298	1248
775	4305	1242
776	4310	1237
777	4315	1231
778	4321	1226
779	4326	1220
780	4330	1214
781	4338	1209
782	4342	1203
783	4345	1197
784	4348	1190
785	4351	1184
786	4354	1178
787	4358	1172
788	4364	1167
789	4369	1161
790	4375	1156
791	4380	1150
792	4385	1144
793	4390	1139
794	4395	1133
795	4400	1127
796	4405	1122
797	4409	1116
798	4413	1110
799	4418	1104
800	4422	1098
801	4426	1092
802	4429	1086
803	4432	1080
804	4436	1074
805	4441	1068
806	4445	1063
807	4451	1057
808	4458	1052
809	4462	1046
810	4467	1041
811	4471	1035
812	4475	1029
813	4479	1023
814	4485	1018
815	4489	1012
816	4493	1006
817	4497	1000
818	4502	995
819	4508	989
820	4515	984
821	4521	979
822	4527	973
823	4533	968
824	4538	962
825	4543	957
826	4549	951
827	4554	946
828	4559	940
829	4564	934
830	4569	929
831	4576	924
832	4580	918
833	4583	912
834	4586	906
835	4589	900
836	4592	894
837	4595	888
838	4601	883
839	4606	877
840	4611	871
841	4616	866
842	4621	860
843	4626	855
844	4647	852
845	4653	847
846	4659	841
847	4663	835
848	4667	830
849	4672	824
850	4677	819
851	4683	813
852	4689	808
853	4693	802
854	4699	796
855	4703	791
856	4707	785
857	4711	779
858	4716	774
859	4722	768
860	4727	763
861	4730	757
862	4735	751
863	4741	746
864	4746	740
865	4749	734
866	4754	729
867	4764	724
868	4770	719
869	4774	713
870	4778	707
871	4782	702
872	4788	696
873	4792	690
874	4796	685
875	4799	679
876	4802	673
877	4816	669
878	4820	663
879	4823	657
880	4832	652
881	4836	647
882	4839	641
883	4842	635
884	4846	629
885	4851	624
886	4855	618
887	4859	612
888	4864	607
889	4868	601
890	4872	596
891	4876	590
892	4879	584
893	4895	580
894	4897	574
895	4904	569
896	4907	563
897	4911	557
898	4914	552
899	4918	546
900	4923	540
901	4926	535
902	4931	529
903	4936	524
904	4939	518
905	4944	512
906	4949	507
907	4954	501
908	4958	496
909	4961	490
910	4965	485
911	4971	479
912	4986	475
913	4990	469
914	4996	464
915	4999	458
916	5003	452
917	5006	447
918	5010	441
919	5014	436
920	5018	430
921	5022	424
922	5026	419
923	5029	413
924	5033	408
925	5036	402
926	5039	396
927	5042	391
928	5045	385
929	5048	380
930	5051	374
931	5054	368
932	5057	363
933	5061	357
934	5066	352
935	5069	346
936	5072	341
937	5076	335
938	5079	329
939	5085	324
940	5090	319
941	5096	313
942	5101	308
943	5106	302
944	5111	297
945	5114	291
946	5118	286
947	5124	281
948	5129	275
949	5134	270
950	5138	264
951	5143	259
952	5149	253
953	5154	248
954	5164	243
955	5167	237
956	5172	232
957	5176	226
958	5180	221
959	5186	216
960	5191	210
961	5194	205
962	5198	199
963	5203	194
964	5209	188
965	5216	183
966	5222	178
967	5226	172
968	5231	167
969	5235	161
970	5240	156
971	5246	151
972	5251	145
973	5257	140
974	5261	134
975	5268	129
976	5272	124
977	5277	118
978	5283	113
979	5287	107
980	5291	102
981	5297	97
982	5301	91
983	5307	86
984	5310	80
985	5315	75
986	5320	70
987	5325	64
988	5332	59
989	5337	53
990	5341	48
991	5345	43
992	5352	37
993	5357	32
994	5362	26
995	5368	21
996	5374	16
997	5379	10
998	5384	5
999	5390	0
